category_id	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	price_min	price_min_before_discount	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
11035595	Áo Thun Nam Ngắn Tay Cổ Tròn Màu Sắc Thời Trang	Nước ngoài	1656665738	1665151713	8485975	False	41%	False	18	False	4.2	7	0	1	2	0	10267800000	17403000000	10267800000	17403000000	10267800000	17403000000	None	7	None	10	False	False	8	0	25
11035595	ÁO THUN COTTON 4 CHIỀU IN HÌNH I LOVE YOU TỪ BÉ	TP. Hồ Chí Minh	1664905415	1665151713	246298	False	13%	False	5	True	0	0	0	0	0	0	33000000000	38000000000	33000000000	38000000000	33000000000	38000000000	None	21	None	0	False	False	5	1	0
11035595	Áo thun tay lỡ form rộng nam nữ chữ kiểu SVG vải đẹp dày mịn	Đồng Nai	1619249160	1665151713	45902553	True	None	False	20	False	4.673780487804878	3833	361	197	62	140	2490000000	-1	3990000000	-1	2490000000	0	None	2181	None	4593	False	False	3	0	17511
11035595	Album 7 - BST áo thun unisex form rộng mùa hè thời trang phong cách Hàn Quốc	Đồng Nai	1555690368	1665151713	109461345	True	None	False	48	False	4.610059963905222	14057	1323	751	318	741	2490000000	-1	3990000000	-1	2490000000	0	None	44132	None	17193	False	True	8	0	64114
11035595	Áo Thun Loui 7 Màu ❤ Áo Phông Cotton Dáng Rộng Nam Nữ NVA71	Hải Dương	1651193170	1665151713	13958543	True	28%	False	9	False	3.25	6	0	1	1	4	6500000000	9000000000	6500000000	9000000000	6500000000	9000000000	None	38	None	12	False	False	5	0	54
11035595	Áo Thun Thể Thao Nam, Áo Tập Gym 215STORE, Vải Thun Mát Nhẹ	TP. Hồ Chí Minh	1656498269	1665151713	8653444	False	36%	False	16	False	5	6	0	0	0	0	10900000000	17000000000	17000000000	17000000000	10900000000	17000000000	None	4	None	6	False	False	9	0	11
11035595	ÁO THUN TN C.K AT544 - THỜI TRANG NAM VNXK	Khánh Hòa	1664436730	1665151713	714983	False	None	False	12	False	0	0	0	0	0	0	22500000000	-1	22500000000	-1	22500000000	0	None	0	None	0	False	False	6	0	0
11035595	Áo thun phản quang LVT quanh cổ ⚡ Phông tay lỡ dáng thụng rộng nam nữ unisex chất cotton mặc đôi , nhóm cực đẹp	Nam Định	1624808829	1665151713	40342884	True	46%	False	8	False	4.701428571428571	590	56	27	9	19	3500000000	3900000000	3500000000	6500000000	3500000000	3900000000	None	2214	None	701	False	False	9	0	2486
11035595	 BST 50 - Áo thun nam nữ form rộng vải dày mịn logo cá tính cách điệu	Đồng Nai	1589604777	1665151713	75546936	True	None	False	48	False	4.568883094306823	1843	173	133	60	98	990000000	-1	3990000000	-1	990000000	0	None	7989	None	2307	False	False	8	0	8825
11035595	Áo Thun Nam Cổ Tròn Oversize Phong Cách Hàn Quốc	Nước ngoài	1628838671	1665151713	36313042	True	40%	False	18	False	3.802469135802469	50	4	7	1	19	12000000000	20000000000	12000000000	20000000000	12000000000	20000000000	None	116	None	81	False	False	4	0	383
11035595	ÁO THUN TN REEB.OK AT527-THỜI TRANG NAM VNXK	Khánh Hòa	1664612731	1665151713	538982	False	None	False	28	False	0	0	0	0	0	0	22500000000	-1	22500000000	-1	22500000000	0	None	0	None	0	False	False	8	0	0
11035595	Áo thun trắng đen unisex form rộng nam nữ chữ kiều MAN vải dày mịn	Đồng Nai	1601542886	1665151713	63608827	True	None	False	20	False	4.731722054380665	4287	335	161	55	129	2490000000	-1	4990000000	-1	2490000000	0	None	8875	None	4967	False	True	4	0	17369
11035595	ÁO THUN TN NI.KE AT572- THỜI TRANG NAM VNXK	Khánh Hòa	1664592037	1665151713	559676	False	None	False	16	False	0	0	0	0	0	0	23000000000	-1	23000000000	-1	23000000000	0	None	0	None	0	False	False	8	0	0
11035595	Áo thun nam có cổ bẻ WCBC vải poly cá sấu cotton cao cấp chuẩn form - QQ SHOP	Hà Nội	1648225952	1665151713	16925761	True	50%	False	8	False	4.802919708029197	120	10	5	1	1	9000000000	18000000000	9000000000	18000000000	9000000000	18000000000	None	93	None	137	False	False	9	1	454
11035595	ÁO THUN TN NI.KE AT568 - THỜI TRANG NAM VNXK	Khánh Hòa	1664598554	1665151713	553159	False	None	False	24	False	0	0	0	0	0	0	23000000000	-1	23000000000	-1	23000000000	0	None	0	None	0	False	False	8	0	0
